Plugin,Menu,Section,Type,English,Japanese
Artisan,,,Text/RenderTextWrapped, before ,より前に
Artisan,,,Text/RenderTextWrapped, before non-finisher 品質 combos,仕上げ以外の品質コンボより前に
Artisan,,,Text/RenderTextWrapped, during ,の効果中に
Artisan,,,Text/RenderTextWrapped, for an emergency ,緊急時の
Artisan,,,Text/RenderTextWrapped, if enough CP is left to effectively use the restored 耐久,回復した耐久を有効活用できるだけのCPが残っている場合
Artisan,,,Text/RenderTextWrapped, if really low on CP,CPが非常に少ない場合
Artisan,,,Text/RenderTextWrapped," in the finisher is the most efficient, but might not be necessary.",を仕上げで使うのが最も効率的ですが、必須ではない場合もあります。
Artisan,,,Text/RenderTextWrapped, is up:,の効果中：
Artisan,,,Text/RenderTextWrapped, on a neutral 状態.,通常の状態で使用します。
Artisan,,,Text/RenderTextWrapped, on the appropriate 状態.,適切な状態で使用します。
Artisan,,,Text/RenderTextWrapped, on:,を使用する状態：
Artisan,,,Text/RenderTextWrapped, or ,または
Artisan,,,Text/RenderTextWrapped, over ,より優先
Artisan,,,Text/RenderTextWrapped, refers to ,は次を指します：
Artisan,,,Text/RenderTextWrapped, step's ,ターン目の
Artisan,,,Text/RenderTextWrapped, this many times for better ,を改善するため、この回数使用
Artisan,,,Text/RenderTextWrapped, to finish when low on CP,CPが少ないときの仕上げに使用
Artisan,,,Text/RenderTextWrapped, to force ,を強制するために使用
Artisan,,,Text/RenderTextWrapped, to proc a favorable 状態 for restoring 耐久,耐久回復に有利な状態を引くために使用
Artisan,,,Text/RenderTextWrapped, to try and proc ,を引くために使用
Artisan,,,Text/RenderTextWrapped, to try and proc a favorable 状態 for ,に有利な状態を引くために使用
Artisan,,,Text/RenderTextWrapped, under ,の効果中
Artisan,,,Text/RenderTextWrapped, usage:,の使用条件：
Artisan,,,Text/RenderTextWrapped, when forcing 工数 with a large progress deficit,工数が大幅に不足しており、工数を強制的に進める場合
Artisan,,,Text/RenderTextWrapped, when missing this much 耐久,耐久がこの値以上減っている場合
Artisan,,,Text/RenderTextWrapped, when not under buffs,バフの効果中でない場合
Artisan,,,Text/RenderTextWrapped, when out of options,ほかに選択肢がない場合
Artisan,,,Text/RenderTextWrapped, will be used for an early ,を早い段階で使うために使用します：
Artisan,,,Text/RenderTextWrapped, will be used on ,を次の状態で使用します：
Artisan,,,Text/RenderTextWrapped, will be used regardless when it's optimal to do so.,最適な場合は条件に関係なく使用します。
Artisan,,,Text/RenderTextWrapped, will be used whenever the solver would ,ソルバーが次を行う場面では常に使用します：
Artisan,,,Text/RenderTextWrapped, with large 工数 deficit,工数が大幅に不足している場合
Artisan,,,Text/RenderTextWrapped, with this many turns left,残りターン数がこの値の場合
Artisan,,,Text/RenderTextWrapped, won't max out 工数 without ,なしでは工数を最大まで進められない場合
Artisan,,,Text/RenderTextWrapped, would be used.,を使用する場面です。
Artisan,,,Text/RenderTextWrapped, 状態:,状態：
Artisan,,,Text/RenderTextWrapped,"""Either action"" defaults to ",「どちらかのアクション」の初期設定：
Artisan,,,Text/RenderTextWrapped,"""Free"" ",「自由」
Artisan,,,RenderText,"(-1 for no limit, 0 to disable)##ForceProgressMaxBait",（-1：無制限、0：無効）##ForceProgressMaxBait
Artisan,,,Text/RenderTextWrapped,", or ",、または
Artisan,,,Text/RenderTextWrapped,", prioritize ",より優先：
Artisan,,,Text/RenderTextWrapped,", use ",、次を使用：
Artisan,,,Text/RenderTextWrapped,", which can be enabled in the Pre-品質 settings.",。これは品質前フェーズ設定で有効にできます。
Artisan,,,RenderText,1番目###1st,1番目###1st
Artisan,,,RenderText,2番目###2nd,2番目###2nd
Artisan,,,RenderText,3番目###3rd,3番目###3rd
Artisan,,,Text/RenderTextWrapped,Allow finishing with ,次のアクションで仕上げることを許可：
Artisan,,,Selectable,Always use 真価,常に真価を使用
Artisan,,,Selectable,Always use 確信,常に確信を使用
Artisan,,,Text/RenderTextWrapped,API Key,APIキー
Artisan,,,Text/RenderTextWrapped,Artisan - 4.0.5.19,Artisan - 4.0.5.19
Artisan,,,RenderTextWrapped,Artisan - 概要,Artisan - 概要
Artisan,,,Text/RenderTextWrapped,"Artisan will require the configured food, manual, and medicine and refuse to craft if they cannot be found.",設定した食事・マニュアル・薬品が見つからない場合、Artisanは製作を開始しません。
Artisan,,,Text/RenderTextWrapped,Automatically use each recommended action instead of highlighting them.,推奨アクションを強調表示する代わりに、自動で実行します。
Artisan,,,Text/RenderTextWrapped,"By default, Cosmic Exploration settings are tracked for each recipe. Enable this option to instead use the settings below.",通常、コスモエクスプローラー設定はレシピごとに保存されます。有効にすると、代わりに以下の共通設定を使用します。
Artisan,,,Text/RenderTextWrapped,Column settings will only take effect if you have already viewed a list's ingredients table.,列設定は、そのリストの素材表を一度表示した後に反映されます。
Artisan,,,CollapsingHeaderPtr,Default Consumables,標準の消耗品
Artisan,,,Checkbox/RenderText,"Default: Enable ""Colour Validation""",初期設定：「色による判定」を有効化
Artisan,,,Checkbox/RenderText,"Default: Enable ""Only Show HQ Crafts""",初期設定：「HQ製作のみ表示」を有効化
Artisan,,,Checkbox/RenderText,"Default: Hide ""Category"" column",初期設定：「カテゴリ」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Gathered Zone"" column",初期設定：「採集エリア」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""ID"" column",初期設定：「ID」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Inventory"" column",初期設定：「所持品」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Number Craftable"" column",初期設定：「製作可能数」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Remaining Needed"" column",初期設定：「残り必要数」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Retainers"" column",初期設定：「リテイナー」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Sources"" column",初期設定：「入手先」列を非表示
Artisan,,,Checkbox/RenderText,"Default: Hide ""Used to Craft"" column",初期設定：「製作用途」列を非表示
Artisan,,,Selectable,Disabled (Default),無効（初期設定）
Artisan,,,Selectable,"Don't use 経過観察, just keep going",経過観察を使用せず、そのまま進める
Artisan,,,Selectable,Don't use 集中作業,集中作業を使用しない
Artisan,,,Text/RenderTextWrapped,"Endurance is what continues crafting the same item after finishing it once, i.e. ""Craft X"".",連続製作は、1回の製作完了後も同じアイテムを続けて製作する機能です（「指定回数製作」）。
Artisan,,,Text/RenderTextWrapped,Ensure 工数 is finished:,工数を確実に完成させる条件：
Artisan,,,Text/RenderTextWrapped,Examples include the Ixal society quest and Endwalker relic tool recipes.,対象例：イクサル族の友好部族クエスト、モーエンツール用レシピ。
Artisan,,,Text/RenderTextWrapped,Expands the search bar in the Crafting Log with instant results. Click on any result to open it in the Crafting Log.,製作手帳の検索欄を拡張し、検索結果を即座に表示します。結果をクリックすると、製作手帳で該当レシピを開きます。
Artisan,,,Text/RenderTextWrapped,Expert Profiles,エキスパートプロファイル
Artisan,,,CollapsingHeaderPtr,Expert Recipe Solver Settings,エキスパートレシピソルバー設定
Artisan,,,Checkbox/RenderText,Fetch prices from Universalis,Universalisから価格を取得
Artisan,,,CollapsingHeaderPtr,Finisher,仕上げ
Artisan,,,Text/RenderTextWrapped,For ,対象：
Artisan,,,Selectable,Force progress ASAP after opener,開始手順後、できるだけ早く工数を強制的に進める
Artisan,,,TabItem,GUI Sim,GUIシミュレーター
Artisan,,,Text/RenderTextWrapped,"If disabled, ",無効の場合、
Artisan,,,Text/RenderTextWrapped,"If disabled, each craft will start with ",無効の場合、各製作は次のアクションから開始します：
Artisan,,,Text/RenderTextWrapped,"If not disabled, the Quest Helper is a small window that can open the Crafting Log to a specific recipe, /say a specific phrase, or execute a specific emote for quests that require them. It will only appear while on those quests.",無効にしていない場合、クエストヘルパーが小さなウィンドウで表示されます。対象クエストで必要なレシピを製作手帳で開く、指定文を/sayで発言する、指定エモートを実行するといった操作ができます。対象クエスト中のみ表示されます。
Artisan,,,Text/RenderTextWrapped,"If the current job is a specialist, this will spend crafter's delineations.",現在のクラスがマイスターの場合、クラフターの製図用紙を消費します。
Artisan,,,Text/RenderTextWrapped,"Important notes:

• Any recipes opened with Artisan before changing this setting will still use their current solvers.
• If you disable this setting, any recipes that were set to Raphael will stay that way until changed.
• The Standard Solver is used as the default solver if this setting is disabled.","重要事項：

• この設定を変更する前にArtisanで開いたレシピは、現在のソルバー設定を引き続き使用します。
• この設定を無効にしても、Raphaelに設定済みのレシピは手動で変更するまでRaphaelのままです。
• この設定が無効な場合、標準ソルバーが初期設定として使用されます。"
Artisan,,,CollapsingHeaderPtr,Ingredient Table Settings,素材表設定
Artisan,,,Text/RenderTextWrapped,Ishgardian Restoration,イシュガルド復興
Artisan,,,CollapsingHeaderPtr,List Settings,リスト設定
Artisan,,,Text/RenderTextWrapped,Looks for ,検索対象：
Artisan,,,CollapsingHeaderPtr,Macro Settings,マクロ設定
Artisan,,,CollapsingHeaderPtr,Main Rotation - Pre-品質 Phase,メイン手順 - 品質前フェーズ
Artisan,,,CollapsingHeaderPtr,Main Rotation - 品質 Phase,メイン手順 - 品質フェーズ
Artisan,,,TabItem,Mass Sim Mode,一括シミュレーション
Artisan,,,Checkbox/RenderText,Max out Cosmic Exploration recipes instead of hitting third breakpoint,コスモエクスプローラーのレシピで第3評価段階到達後も最大まで品質を上げる
Artisan,,,Checkbox/RenderText,Max out Ishgard Restoration recipes instead of just hitting max breakpoint,イシュガルド復興のレシピで最高評価到達後も最大まで品質を上げる
Artisan,,,Text/RenderTextWrapped,Max uses per craft,1製作あたりの最大使用回数
Artisan,,,Selectable,Never force progress,工数を強制的に進めない
Artisan,,,Text/RenderTextWrapped,No recipe selected,レシピが選択されていません
Artisan,,,Text/RenderTextWrapped,"Normally, the solver will use each 状態 to advance either 工数 or 品質 as appropriate.",通常、ソルバーは各状態に応じて工数または品質を適切に進めます。
Artisan,,,Text/RenderTextWrapped,On ,対象状態：
Artisan,,,Text/RenderTextWrapped,On any other 状態,その他の状態では
Artisan,,,Text/RenderTextWrapped,Only applies if the macro doesn't finish the recipe. Artisan will use the Standard or Expert Solver based on the recipe.,マクロだけでは製作が完了しない場合に適用されます。レシピに応じて標準ソルバーまたはエキスパートソルバーを使用します。
Artisan,,,Selectable,Only if the recipe does not have 高能率,レシピに高能率がない場合のみ
Artisan,,,CollapsingHeaderPtr,Opener,開始手順
Artisan,,,Text/RenderTextWrapped,Opener action:,開始アクション：
Artisan,,,Checkbox/RenderText,Override per-recipe Cosmic Exploration settings###overrideCosmic,レシピごとのコスモエクスプローラー設定を上書き###overrideCosmic
Artisan,,,Text/RenderTextWrapped,Please select a recipe to use simulator,シミュレーターで使用するレシピを選択してください
Artisan,,,Text/RenderTextWrapped,Prefer ,優先：
Artisan,,,Text/RenderTextWrapped,Prioritize ,優先するアクション：
Artisan,,,Text/RenderTextWrapped,"Profiles let you set different expert solver settings for different recipes. This is for advanced users - the expert solver should ""just work"" for almost everything.",プロファイルでは、レシピごとにエキスパートソルバーの設定を変更できます。上級者向けの機能ですが、通常は初期設定のままでほとんどのレシピに対応できます。
Artisan,,,Selectable,Raphael Recipe Solver###Raphael Recipe Solver3,Raphaelレシピソルバー###Raphael Recipe Solver3
Artisan,,,Text/RenderTextWrapped,"Raphael settings can affect your performance and system memory consumption while generating a macro.
If you have low amounts of RAM, try not to change these settings. At least 2GB of free RAM is recommended.","Raphaelの設定は、マクロ生成中の処理速度とメモリ使用量に影響します。
空きメモリが少ない場合は設定を変更しないでください。2GB以上の空きメモリを推奨します。"
Artisan,,,Text/RenderTextWrapped,Re-up ,再付与：
Artisan,,,Text/RenderTextWrapped,Reducing this can help save CP.,値を下げるとCPを節約できます。
Artisan,,,Text/RenderTextWrapped,"Replaces the button when not using Auto Action Mode to execute the next action to queue up a specified number of actions, similar to macros.",アクション自動実行を使用していないときの実行ボタンを置き換え、マクロのように指定数のアクションを実行待ちへ追加します。
Artisan,,,Button,Reset Expert Solver Settings To Default (Hold CTRL),エキスパートソルバー設定を初期値へ戻す（CTRLを押しながらクリック）
Artisan,,,Text/RenderTextWrapped,Right click to enable this recipe.,右クリックでこのレシピを有効にします。
Artisan,,,Text/RenderTextWrapped,Right click to skip this recipe.,右クリックでこのレシピをスキップします。
Artisan,,,Text/RenderTextWrapped,Saving ,保存中：
Artisan,,,CollapsingHeaderPtr,Script Solver Settings (Currently Disabled),スクリプトソルバー設定（現在無効）
Artisan,,,Text/RenderTextWrapped,"Set this to 100 to disable.
You will not use consumables on crafts below this level for each of the following jobs:

CRP - 90
BSM - 90
ARM - 90
GSM - 90
LTW - 90
WVR - 90
ALC - 90
","無効にするには100に設定します。
各クラスで、以下のレベル未満の製作には消耗品を使用しません：

木工師 - 90
鍛冶師 - 90
甲冑師 - 90
彫金師 - 90
革細工師 - 90
裁縫師 - 90
錬金術師 - 90
"
Artisan,,,Text/RenderTextWrapped,Sets the scale of the action images in the simulator.,シミュレーター内のアクション画像の表示倍率を設定します。
Artisan,,,Text/RenderTextWrapped,"Shows a total of completed recipes (or a tick, if finished) for Housing categories and Ornaments. These categories have native UI checkmarks for completion, but are not directly tied to achievements.",ハウジング・オーナメントの各カテゴリに、完成済みレシピ数（全完了時はチェック）を表示します。ゲーム標準UIにも完成チェックはありますが、アチーブメントとは直接連動していません。
Artisan,,,Text/RenderTextWrapped,"Shows a total of completed recipes in each leveling category, or a tick if all are completed.",各レベル帯カテゴリに完成済みレシピ数を表示し、すべて完成済みならチェックを表示します。
Artisan,,,Text/RenderTextWrapped,"Shows the crafting requirements: Progress needed to complete the craft, how much Durability the recipe has, and Quality target required to reach the highest Quality level (In case of a Collectible). Use this information to select an appropriate macro, if desired.",製作に必要な工数、レシピの耐久、最高品質到達に必要な品質（収集品の場合）を表示します。必要に応じて、適切なマクロを選ぶ目安にしてください。
Artisan,,,Text/RenderTextWrapped,Specifically if the upcoming ,特に次の予定がある場合：
Artisan,,,CollapsingHeaderPtr,Standard Recipe Solver Settings,標準レシピソルバー設定
Artisan,,,Selectable,Standard Recipe Solver###Standard Recipe Solver0,標準レシピソルバー###Standard Recipe Solver0
Artisan,,,Text/RenderTextWrapped,Test Key,テストキー
Artisan,,,Text/RenderTextWrapped,"The ""(Late)"" option will try to use ",「（後半）」では、次の使用を試みます：
Artisan,,,Text/RenderTextWrapped,The solver will stop going for 品質 once a collectable has hit this breakpoint. The specific breakpoints vary per recipe.,収集品がこの評価段階へ到達すると、ソルバーはそれ以上品質を上げるのをやめます。具体的な評価値はレシピごとに異なります。
Artisan,,,Text/RenderTextWrapped,These are the Artisan-added options when you right click or press square on a recipe or item.,レシピやアイテムを右クリック、または□ボタンを押したときに表示されるArtisan追加項目です。
Artisan,,,Text/RenderTextWrapped,These are the pop-ups whenever a new action is recommended.,新しい推奨アクションが選ばれるたびに表示されるポップアップです。
Artisan,,,Text/RenderTextWrapped,These options make the solver prioritize ,これらの設定では、ソルバーが次を優先します：
Artisan,,,Text/RenderTextWrapped,"These settings apply to Artisan's ""Simulator"" tab.",Artisanの「シミュレーター」タブに適用される設定です。
Artisan,,,Text/RenderTextWrapped,These settings apply when close to max 品質 or when running out of other options.,品質が最大に近い場合、またはほかに選択肢がない場合に適用されます。
Artisan,,,Text/RenderTextWrapped,This is only invoked when ,次の場合のみ実行されます：
Artisan,,,Text/RenderTextWrapped,This is the box that highlights the actions on your hotbars for manual play.,手動製作用に、ホットバー上の推奨アクションを強調表示するウィンドウです。
Artisan,,,Text/RenderTextWrapped,"This setting will delay each automatic action as if you're using an in-game macro with <wait.2> or <wait.3>. While disabled, you can manually set how long Artisan should wait after each action.",各自動アクションに、ゲーム内マクロの<wait.2>や<wait.3>と同様の待機時間を入れます。無効時は、アクションごとの待機時間を手動設定できます。
Artisan,,,Text/RenderTextWrapped,This tends to be more favourable for recipes with lower durability.,耐久が少ないレシピほど有効になりやすい設定です。
Artisan,,,Text/RenderTextWrapped,This will change the Craft-X button interface to one using native game assets.,指定回数製作ボタンを、ゲーム標準素材を使用した表示へ変更します。
Artisan,,,Text/RenderTextWrapped,This will try to maximise quality to earn more Skyward points.,技巧点を多く獲得するため、品質を最大まで上げます。
Artisan,,,CollapsingHeaderPtr,UI Settings,UI設定
Artisan,,,Text/RenderTextWrapped,Under ,次の効果中：
Artisan,,,Checkbox/RenderText,Use expert solver profiles,エキスパートソルバーのプロファイルを使用
Artisan,,,Text/RenderTextWrapped,Use this setting to ensure 工数 finishes when desired.,希望するタイミングで工数を完成させるための設定です。
Artisan,,,Selectable,Use 集中作業 regardless of buffs,バフの有無に関係なく集中作業を使用
Artisan,,,Text/RenderTextWrapped,When ,次の場合：
Artisan,,,Text/RenderTextWrapped,"When forcing 工数, ",工数を強制的に進める場合、
Artisan,,,Text/RenderTextWrapped,"When repairing, if a repair NPC is nearby it will try to repair with them instead of self-repairs. Will still try to use self-repairs if no NPC is found and you have the required levels to repair.",修理時、近くに修理NPCがいれば自己修理よりNPC修理を優先します。NPCが見つからず、必要な修理レベルを満たしている場合は自己修理を試みます。
Artisan,,,Text/RenderTextWrapped,"When 耐久 is critical, use ",耐久が危険なときに使用：
Artisan,,,Text/RenderTextWrapped,"When 耐久 is very low, use ",耐久が非常に少ないときに使用：
Artisan,,,Text/RenderTextWrapped,When 耐久 starts to run low and we need to use ,耐久が減り始め、次の使用が必要な場合：
Artisan,,,Text/RenderTextWrapped,Will automatically extract materia from any equipped gear once it's spiritbond is 100%,装備中の装備品が錬精度100%になると、自動でマテリア精製します
Artisan,,,Text/RenderTextWrapped,"Will set ingredients for you, to maximise the amount of crafts possible.",製作可能数が最大になるよう、素材数を自動設定します。
Artisan,,,Text/RenderTextWrapped,Will skip crafting any unnecessary materials required for your list.,リストに不要な中間素材の製作をスキップします。
Artisan,,,Text/RenderTextWrapped,一心不乱,一心不乱
Artisan,,,RenderTextWrapped,一般,一般
Artisan,,,Text/RenderTextWrapped,上級加工,上級加工
Artisan,,,Text/RenderTextWrapped,下地作業,下地作業
Artisan,,,RenderTextWrapped,使用：,使用：
Artisan,,,RenderTextWrapped,修理,修理
Artisan,,,Text/RenderTextWrapped,倹約,倹約
Artisan,,,Text/RenderTextWrapped,倹約加工,倹約加工
Artisan,,,Text/RenderTextWrapped,安定,安定
Artisan,,,Text/RenderTextWrapped,工数,工数
Artisan,,,RenderTextWrapped,強制 ,強制 
Artisan,,,RenderTextWrapped,数量結果,数量結果
Artisan,,,RenderTextWrapped,星数,星数
Artisan,,,RenderTextWrapped,最低作業精度,最低作業精度
Artisan,,,RenderTextWrapped,最低加工精度,最低加工精度
Artisan,,,RenderTextWrapped,最大 ,最大 
Artisan,,,RenderText,最大###Max,最大###Max
Artisan,,,RenderTextWrapped,最大耐久,最大耐久
Artisan,,,RenderTextWrapped,条件,条件
Artisan,,,RenderTextWrapped,標準UI置換,標準UI置換
Artisan,,,RenderTextWrapped,消耗品,消耗品
Artisan,,,Text/RenderTextWrapped,確信,確信
Artisan,,,Text/RenderTextWrapped,突貫作業,突貫作業
Artisan,,,Text/RenderTextWrapped,経過観察,経過観察
Artisan,,,RenderTextWrapped,自動使用,自動使用
Artisan,,,RenderText,自動修理###Automatic Repairs,自動修理###Automatic Repairs
Artisan,,,RenderTextWrapped,自動化,自動化
Artisan,,,Text/RenderTextWrapped,良兆候,良兆候
Artisan,,,RenderTextWrapped,製作開始時：,製作開始時：
Artisan,,,Text/RenderTextWrapped,設計変更,設計変更
Artisan,,,Text/RenderTextWrapped,長持続,長持続
Artisan,,,Text/RenderTextWrapped,集中作業,集中作業
Artisan,,,Text/RenderTextWrapped,集中加工,集中加工
Artisan,,,Text/RenderTextWrapped,頑丈,頑丈
Artisan,,,Text/RenderTextWrapped,頑強,頑強
Artisan,,,Text/RenderTextWrapped,高進捗,高進捗
Artisan,,,Checkbox/RenderText,Adjust all sub-crafts after changing quantities,数量変更後、すべての中間素材数を調整
Artisan,,,Text/RenderTextWrapped,Adjust Quantity,数量を調整
Artisan,,,Button,Apply to all###FoodApplyAll,すべてに適用###FoodApplyAll
Artisan,,,Button,Apply to all###ManualApplyAll,すべてに適用###ManualApplyAll
Artisan,,,Button,Apply to all###PotionApplyAll,すべてに適用###PotionApplyAll
Artisan,,,Button,Apply to all###SolverOnAll,すべてに適用###SolverOnAll
Artisan,,,Button,Apply to all###SquadManualApplyAll,すべてに適用###SquadManualApplyAll
Artisan,,,Text,Approximate List Time: Unknown,リスト所要時間（目安）：不明
Artisan,,,Checkbox/RenderText,Assume Max Starting Quality (for simulator),開始品質を最大として計算（シミュレーター）
Artisan,,,Button,Begin Crafting List,製作リストを開始
Artisan,,,TabItem,Copy From Other List,他のリストからコピー
Artisan,,,Button,Export List,リストを書き出し
Artisan,,,Text/RenderTextWrapped,Include Retainers,リテイナーを含める
Artisan,,,Text/RenderTextWrapped,Ingredient table is still populating. Please wait.,素材表を読み込み中です。しばらくお待ちください。
Artisan,,,TabItem,Ingredients,素材
Artisan,,,Checkbox/RenderText,Only Restock Non-Crafted Items,未製作の素材のみ補充
Artisan,,,TabItem,Recipes,レシピ
Artisan,,,Text/RenderTextWrapped,Requirements:,製作条件：
Artisan,,,Button,Restock From Retainers,リテイナーから補充
Artisan,,,Text/RenderTextWrapped,Select List,リストを選択
Artisan,,,Checkbox/RenderText,Set new items added to list as quick synth,リストへ追加した新規アイテムを簡易製作に設定
Artisan,,,Text/RenderTextWrapped,Show only recipes you have materials for (toggle to refresh),素材があるレシピのみ表示（切り替えると更新）
Artisan,,,Checkbox/RenderText,Skip Crafting Unnecessary Materials,不要な素材の製作をスキップ
Artisan,,,Text/RenderTextWrapped,Solver:,ソルバー：
Artisan,,,Button,Sort,並べ替え
Artisan,,,Text/RenderTextWrapped,This item cannot be quick synthed.,このアイテムは簡易製作できません。
Artisan,,,Text/RenderTextWrapped,This will toggle all items in this list between being skipped and being enabled.,このリスト内の全アイテムを、スキップと有効の間で切り替えます。
Artisan,,,Button,Toggle,一括切替
Artisan,,,RenderTextWrapped,手動使用：,手動使用：
Artisan,,,RenderTextWrapped,薬品使用：,薬品使用：
Artisan,,,RenderTextWrapped,食事使用：,食事使用：
Artisan,,,Text,Delete Current Selection. Hold Control while clicking.,現在の選択項目を削除します。Controlキーを押しながらクリックしてください。
Artisan,,,RenderTextWrapped,製作条件：,製作条件：
Artisan,,,Text/RenderTextWrapped,"This has been reworked! Having this enabled will adjust all quantities in your list rather than just removing unrequired crafts. It will now also add more crafts where required. It will also sort the list afterwards to make sure it's crafting in the right order in case you have removed items.

Quick disclaimer: This will treat whatever item you have selected as a ""Final Craft"" and only adjust sub-crafts required for that item, and not anything this item may be used for e.g changing lumber won't update crafts that use that lumber.","この機能は作り直されました。有効にすると、不要な製作を削除するだけでなく、リスト内のすべての数量を調整します。必要な製作数が不足している場合は追加し、アイテムを削除していても正しい順番で製作できるよう、最後にリストを並べ替えます。

注意：現在選択しているアイテムを「完成品」として扱い、そのアイテムに必要な中間素材だけを調整します。そのアイテムが別の製作で使われる分までは調整しません。たとえば材木の数量を変更しても、その材木を使用する製作物の数量は更新されません。"
Artisan,,,Checkbox/RenderText,Quick Synthesis this item,このアイテムを簡易製作
Artisan,,,Button,Apply To all###QuickSynthAll,すべてに適用###QuickSynthAll
Artisan,,,Checkbox/RenderText,You do not have quick synth consumables enabled. Turn this on?,簡易製作時の消耗品使用が無効です。有効にしますか？
Artisan,,,Text/RenderTextWrapped,Consumables will not be used due to level difference setting.,レベル差の設定により、消耗品は使用されません。
Artisan,,,Selectable,Raphael Recipe Solver,Raphaelレシピソルバー
