Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Do: Get far until the tether changes, then dodge the breath","実行: 線／テザー が変化するまで遠くに進み、息をかわします。"
"LazyCrucible","","","","Do: Get off the water first; dodge the cross","すべきこと: まず水から上がります。十字架を避ける"
"LazyCrucible","","","","Do: Get out","やるべきこと：出て行け"
"LazyCrucible","","","","Do: Get out of each circle","やるべきこと: 各サークルから出る"
"LazyCrucible","","","","Do: Get out of its front","やるべきこと: その正面から抜け出す"
"LazyCrucible","","","","Do: Get out of the circles","やるべきこと：輪から抜け出す"
"LazyCrucible","","","","Do: Get out of the front; the pet may stay in it","すべきこと: 前線から出てください。ペットはその中に留まる可能性があります"
"LazyCrucible","","","","Do: Get out, then move back in","やるべきこと：一度出て、また戻る"
"LazyCrucible","","","","Do: Get out, then watch its facing","推奨: 外に出て、その向きを観察してください。"
"LazyCrucible","","","","Do: Get out; it does not hit the pet","やるべきこと：外に出てください。ペットには当たりません"
"LazyCrucible","","","","Do: Get out; read the castbar name","やるべきこと：外に出てください。キャストバー名を読んでください"
"LazyCrucible","","","","Do: Glowing: get in. Not glowing: get out","実行: 光っている場合: 中に入る。光っていない場合: 出る"
"LazyCrucible","","","","Do: Go behind","やるべきこと：後ろに行く"
"LazyCrucible","","","","Do: Go behind her","する: 彼女の後ろに行きます"
"LazyCrucible","","","","Do: Go behind her and watch the ground","やるべきこと：彼女の後ろに行って地面を見てください"
"LazyCrucible","","","","Do: Go in, right next to the tornado","やるべきこと: 竜巻のすぐ隣に入ってください"
"LazyCrucible","","","","Do: Go to her side at once","する: すぐに彼女の側に行きます"
"LazyCrucible","","","","Do: Go to its sides","やるべきこと：その側面に移動してください"
"LazyCrucible","","","","Do: Go to the non-glowing side; it repeats, alternating","行うべきこと: 光らない側に移動します。それが交互に繰り返される"
"LazyCrucible","","","","Do: Go to the raised side tiles","実行: 盛り上がったサイド タイルに移動します。"
"LazyCrucible","","","","Do: Go to the side or back","やるべきこと：横か後ろに移動する"
"LazyCrucible","","","","Do: Go to the small side recesses","行うべきこと: 小さな側面のくぼみに移動します。"
"LazyCrucible","","","","Do: Go under the boss","やるべきこと：ボスの下に行く"
"LazyCrucible","","","","Do: Group the Gremlins and Parting Blow them","実行: グループ化 グレムリンと別れの吹き飛ばし"
"LazyCrucible","","","","Do: Hide behind a comet (line of sight)","行うべきこと: 彗星の後ろに隠れる (視線／射線)"
"LazyCrucible","","","","Do: Hit a round bomb into Chewchum's '!' pool","実行: チューチャムの「!」に丸い爆弾を打ち込みます。プール"
"LazyCrucible","","","","Do: Hit them right away","実行: すぐに攻撃してください"
"LazyCrucible","","","","Do: Hug her on the north-south centerline; fly into the recesses","行うこと: 南北の中心線で彼女を抱きしめます。凹みに飛び込む"
"LazyCrucible","","","","Do: Hug the boss","やるべきこと：上司をハグする"
"LazyCrucible","","","","Do: If the Treant is nearly dead ignore them; else AoE","推奨: トレントが瀕死の場合は無視してください。それ以外の範囲"
"LazyCrucible","","","","Do: Interrupt it","実行: 詠唱中断 それ"
"LazyCrucible","","","","Do: Interrupt it or burst the caster","実行: それを 詠唱中断 するか、キャスターを バースト します"
"LazyCrucible","","","","Do: Interrupt it with Soul Crush","実行: Soul Crush で 詠唱中断 します。"
"LazyCrucible","","","","Do: Interrupt it, then kill the Biloko","実行: 詠唱中断 してから、Biloko を殺します。"
"LazyCrucible","","","","Do: Interrupt it; save your one Soul Crush for this","実行: 詠唱中断 それを実行します。このためにソウルクラッシュを 1 つ取っておきます"
"LazyCrucible","","","","Do: Interrupt with Soul Crush or dispel it; small buff, can ignore","実行: 詠唱中断 でソウルクラッシュまたはディスペルします。小さい 強化効果／バフ、無視できます"
"LazyCrucible","","","","Do: Interrupt with Soul Crush, else kill the gel","実行: 詠唱中断 と Soul Crush、そうでない場合はジェルをキルします"
"LazyCrucible","","","","Do: Interrupt with Soul Crush, else let the pet take it","実行: 詠唱中断 と Soul Crush、そうでない場合はペットに取らせます"
"LazyCrucible","","","","Do: Interrupt with Soul Crush, or dispel the buff","実行: 詠唱中断 にソウルクラッシュを適用するか、強化効果／バフ をディスペルします"
"LazyCrucible","","","","Do: Interrupt with Soul Crush; else Snarl so the pet covers","実行: 詠唱中断 と Soul Crush;そうでなければペットが覆い隠すようにうなる"
"LazyCrucible","","","","Do: Keep a Shield Charge; get out of the line","すべきこと: シールドチャージを続けてください。列から外れる"
"LazyCrucible","","","","Do: Keep both HP even so they die together","推奨: 両方の HP を維持して、一緒に消滅するようにします。"
"LazyCrucible","","","","Do: Keep enmity on the pet with Snarl","推奨: Snarl を使用して 敵視 をペットに付けたままにします"
"LazyCrucible","","","","Do: Keep her central; stand north or south so lines miss statues","すべきこと: 彼女を中心に置いてください。北か南に立つと列が銅像を見逃してしまう"
"LazyCrucible","","","","Do: Keep her facing away from the pet","すべきこと: ペットから目をそらさないようにしてください"
"LazyCrucible","","","","Do: Keep HP up","推奨: HP を起動したままにします"
"LazyCrucible","","","","Do: Keep it off the eggs; mitigate","推奨事項: 卵にかからないようにしてください。軽減する"
"LazyCrucible","","","","Do: Keep it on the pet with Snarl","やるべきこと: スナールでペットにつけておく"
"LazyCrucible","","","","Do: Keep moving","実行: 動き続けます"
"LazyCrucible","","","","Do: Keep moving in one direction","実行: 一方向に進み続ける"
"LazyCrucible","","","","Do: Keep moving so it misses","実行: 見逃さないように動き続けてください"
"LazyCrucible","","","","Do: Keep moving so the follow-up stab misses","推奨: 追撃が外れるように動き続けてください。"
"LazyCrucible","","","","Do: Keep Snarl so it faces the pet; stand aside","すべきこと: ペットのほうを向くようにうなるようにしてください。脇に立つ"
"LazyCrucible","","","","Do: Keep the pet summoned and next to you","行うべきこと: ペットを召喚してあなたの隣に置いてください"
"LazyCrucible","","","","Do: Kill both Lamias evenly","やるべきこと：両方のラミアを均等に倒す"
"LazyCrucible","","","","Do: Kill Bugs before they reach the boss","やるべきこと: ボスに到達する前にバグを倒す"
"LazyCrucible","","","","Do: Kill each wisp first; Snarl if one will reach center","やるべきこと: まず各ウィスプを倒します。中心に到達すると唸る"
"LazyCrucible","","","","Do: Kill Grenades first","やるべきこと: 最初に手榴弾を倒す"
"LazyCrucible","","","","Do: Kill it at once","やるべきこと：すぐに殺してください"
"LazyCrucible","","","","Do: Kill it before it reaches you","やるべきこと：あなたに届く前に殺してください"
"LazyCrucible","","","","Do: Kill it first; position so the 20y push stays in bounds","推奨: まずそれを殺します。 20yプッシュがバウンド内に留まるようなポジション"
"LazyCrucible","","","","Do: Kill it with lightning before the cast ends","行うべきこと: 詠唱 が終了する前に雷で倒す"
"LazyCrucible","","","","Do: Kill Saplings early; one guide says the growth can be dispelled","すべきこと: 苗木は早めに伐採してください。あるガイドは成長を払拭できると言っています"
"LazyCrucible","","","","Do: Kill the bombs first","やるべきこと: 最初に爆弾を破壊する"
"LazyCrucible","","","","Do: Kill the casting Bishop within 5 s","やるべきこと: キャストしているビショップを 5 秒以内に倒す"
"LazyCrucible","","","","Do: Kill the Cobra first, or cleanse after","行うべきこと: 最初にコブラを殺すか、その後 解除 を殺す"
"LazyCrucible","","","","Do: Kill the Deepeye during the cast, or look away","行うべきこと: 詠唱 中にディープアイを倒すか、目をそらします"
"LazyCrucible","","","","Do: Kill the Flowertenders first","やるべきこと: まず花番を倒す"
"LazyCrucible","","","","Do: Kill the Guardia next","やるべきこと: 次にガーディアを倒す"
"LazyCrucible","","","","Do: Kill the Mogmugger first","やるべきこと: まずモグマッガーを倒す"
"LazyCrucible","","","","Do: Kill the Plume during the cast","やるべきこと: 詠唱 中にプルームを倒す"
"LazyCrucible","","","","Do: Kill the role that has two members first","実行: 最初に 2 つのメンバーを持つ ロール をキルします。"
"LazyCrucible","","","","Do: Kill the sprites; combo steps 2-3 finish them","実行: スプライトを強制終了します。コンボステップ2〜3で完了します"
"LazyCrucible","","","","Do: Kill the tethered Grenade","やるべきこと: つながれた手榴弾を倒す"
"LazyCrucible","","","","Do: Kill the Toxic Mass fast with water","すべきこと: 有毒物質を水で素早く殺す"
"LazyCrucible","","","","Do: Kill them after the Mogmugger","やるべきこと: モグマッガーの後に彼らを殺す"
"LazyCrucible","","","","Do: Kill them while they stand on a water puddle","やるべきこと: 水たまりの上に立っている間に殺す"
"LazyCrucible","","","","Do: Kite it away","実行: 凧で飛ばしてください"
"LazyCrucible","","","","Do: Kite it; move away when it stops","実行: 凧揚げしてください。止まったら離れる"
"LazyCrucible","","","","Do: Kite it; only pet autos on the Younger","実行: 凧揚げしてください。若い方にはペットの自動車のみ"
"LazyCrucible","","","","Do: Land in a column the Golem line misses; Vileskin blocks it","実行: 列 に着地すると、ゴーレム ラインはミスします。バイルスキンがそれを阻止する"
"LazyCrucible","","","","Do: Lead moles to the edge; kill them fast","すべきこと: モグラを端に誘導します。早く殺してください"
"LazyCrucible","","","","Do: Lead them away from the eggs","やるべきこと: 卵から遠ざけるように誘導する"
"LazyCrucible","","","","Do: Leave the cage, avoid blade lines; no Shield Charge into it","すべきこと: ケージから離れ、ブレードラインを避けてください。シールドチャージはありません"
"LazyCrucible","","","","Do: Leave the cone; fire orbs pulse small circles","行うべきこと: コーンから離れます。火の球が小さな円をパルスします"
"LazyCrucible","","","","Do: Leave the sphere's circle","行うべきこと: 球の円から離れます。"
"LazyCrucible","","","","Do: Let the pet hold enmity","実行: ペットに 敵視 を持たせます"
"LazyCrucible","","","","Do: Let the pet hold enmity (Snarl)","実行: ペットに 敵視 を持たせます (うなり声)"
"LazyCrucible","","","","Do: Let the pet hold enmity so it faces the pet","実行: ペットに 敵視 を持たせ、ペットのほうに向けさせます。"
"LazyCrucible","","","","Do: Let the pet hold enmity; cleanse paralysis on you","実行: ペットに 敵視 を持たせます。 解除 あなたの麻痺"
"LazyCrucible","","","","Do: Let the pet take it or snarl-parting; Beastskin in score runs","行うべきこと: ペットにそれを受け取らせるか、うなり声を上げて別れさせます。スコアランのビーストスキン"
"LazyCrucible","","","","Do: Let the pet take it, or burst her before it","実行: ペットにそれを飲ませてあげるか、その前にペットに バースト してください"
"LazyCrucible","","","","Do: Let the pet take it, or Parting Blow 1-2 s before it lands","行うべきこと: ペットにそれを受けさせるか、着地する 1 ～ 2 秒前に別れ吹きをさせます。"
"LazyCrucible","","","","Do: Let the pet take it; never stand with your back to a wall","やるべきこと：ペットに飲ませてください。決して壁に背を向けて立たないでください"
"LazyCrucible","","","","Do: Lightning: stay in the tower. Fire: move out","実行: ライトニング: 塔 に留まります。火事：出て行け"
"LazyCrucible","","","","Do: Line: stand to its side. Ring: stand close to it","行うこと: 行: その横に立ってください。リング：近くに立つ"
"LazyCrucible","","","","Do: Lion: rear safe. Goat: front-left. Dragon: front-right","実行: ライオン: 後方は安全です。ヤギ：左前。ドラゴン：右前"
"LazyCrucible","","","","Do: Look away","すること：目をそらしてください"
"LazyCrucible","","","","Do: Mitigate","実行: 軽減する"
"LazyCrucible","","","","Do: Mitigate (Beastskin); no camp until Move 5","行うべきこと: 緩和する (ビーストスキン)。 Move 5までキャンプなし"
"LazyCrucible","","","","Do: Mitigate and heal after","行うべきこと: 症状を軽減し、その後回復する"
"LazyCrucible","","","","Do: Mitigate; expect a 15y push away from the boss","実行: 軽減します。ボスから 15 メートル離れていることが予想されます"
"LazyCrucible","","","","Do: Move after they lock on","推奨: ロックオンしてから移動する"
"LazyCrucible","","","","Do: Move carefully; your movement is misdirected","行うべきこと: 慎重に移動してください。あなたの動きは間違った方向にあります"
"LazyCrucible","","","","Do: Move into spots that already popped","やるべきこと: すでに出現しているスポットに移動する"
"LazyCrucible","","","","Do: Move into spots that already went off","やるべきこと: すでに消えてしまった場所に移動する"
"LazyCrucible","","","","Do: Never kill Morphos; no AoE while they live","すべきこと: モルフォスを決して殺さないでください。彼らが生きている間はAoEはありません"
"LazyCrucible","","","","Do: Note the glowing arm, dodge the dashes, go to the safe half","やるべきこと: 光る腕に注目し、ダッシュを避け、安全な半分に移動します。"
"LazyCrucible","","","","Do: One cone: be outside it. Two: stand between","行うべきこと: 1 つの円錐: その外側にいてください。 2: 間に立つ"
"LazyCrucible","","","","Do: Optional: keep one sprite alive to bait it, kill it as it starts","実行: オプション: 誘導 に対して 1 つのスプライトを存続させ、開始時に強制終了します。"
"LazyCrucible","","","","Do: Orb: get out. Sword: get in under her","する: オーブ: 出て行け。剣: 彼女の下に入りなさい"
"LazyCrucible","","","","Do: Parting Blow the pet before it resolves; resummon after","行うべきこと: 別れ 解決される前にペットを吹き飛ばします。後に再召喚"
"LazyCrucible","","","","Do: Parting Blow them in a cluster","やるべきこと: 別れ際に吹き飛ばす"
"LazyCrucible","","","","Do: Parting Blow them together with the Morbol","やるべきこと：別れ モルボルで一緒に吹き飛ばす"
"LazyCrucible","","","","Do: Pet holds enmity; stand to the side","実行: ペットは 敵視 を保持します。横に立つ"
"LazyCrucible","","","","Do: Petrify the Cyclopes with the cone to stop it","実行: コーンを使ってサイクロプスを石化し、停止 します。"
"LazyCrucible","","","","Do: Place it so at most 1 corpse is inside","推奨: 中に死体が 1 つまで入るように配置します。"
"LazyCrucible","","","","Do: Place the puddles away from the center","推奨: 水たまりを中心から離れた場所に配置します。"
"LazyCrucible","","","","Do: Plain orb = 25y circle, get away; banded orb = donut, get close",""
"LazyCrucible","","","","Do: Position so the 16y push stays inside the arena","実行: 16y プッシュがアリーナ内にとどまるように配置します。"
"LazyCrucible","","","","Do: Position so the 30y push away from the mark stays in bounds","行うべきこと: マークから 30y プッシュが範囲内に留まるように位置を決めます。"
"LazyCrucible","","","","Do: Pre-face a safe direction before it ends","行うべきこと: 終了する前に安全な方向に前もって設定する"
"LazyCrucible","","","","Do: Pre-resist with Antiblind serum during the cast","実行: 詠唱 中に Antiblind 血清を事前に使用してください。"
"LazyCrucible","","","","Do: Pre-resist, or cleanse with Scouring Ash","実行: プレレジスト、または Scouring Ash を使用した 解除"
"LazyCrucible","","","","Do: Pull the Zu away from eggs; no AoE near them","実行: 開戦／釣る を卵から遠ざけます。近くに AoE がありません"
"LazyCrucible","","","","Do: Rarely seen; avoid edges","行う: めったに見られません。エッジを避ける"
"LazyCrucible","","","","Do: React to the floor telegraph","すべきこと: 議場電報に反応する"
"LazyCrucible","","","","Do: Read the blade directions and take the safe half","行うべきこと: ブレードの指示を読み、安全な半分を選択してください。"
"LazyCrucible","","","","Do: Read the pose; get out or go to the safe half","実行: ポーズを読んでください。出るか安全な場所に行くか"
"LazyCrucible","","","","Do: Read the weapon again","実行: 武器をもう一度読んでください。"
"LazyCrucible","","","","Do: Run behind it, through the puddles if needed","実行: 周回／実行 を背後に置き、必要に応じて水たまりを通ってください。"
"LazyCrucible","","","","Do: Run to the opposite edge or diagonal","実行: 周回／実行 を反対側のエッジまたは対角線に"
"LazyCrucible","","","","Do: Run to the opposite side; keep a Shield Charge to return","実行: 周回／実行 を反対側に送信します。戻るためにシールドチャージを維持しておく"
"LazyCrucible","","","","Do: Sidestep each line; the lances are not worth attacking","実行: 各行を回避します。槍は攻撃する価値がない"
"LazyCrucible","","","","Do: Sleep in the center, then run from the meeting point","実行: 中心部で寝てから、集合場所から 周回／実行"
"LazyCrucible","","","","Do: Snarl it onto the pet; cleanse Burns","推奨: ペットにうなり声を上げます。 解除 火傷"
"LazyCrucible","","","","Do: Snarl or snarl-parting; cleanse the poison after","やるべきこと：うなり声をあげるか、うなり声を上げて別れます。 解除 後の毒"
"LazyCrucible","","","","Do: Snarl so it faces the pet and stay to the side","行うべきこと: ペットのほうを向いて側に留まるようにうなり声を上げます。"
"LazyCrucible","","","","Do: Snarl so it faces the pet, then hit it from behind","行うべきこと: ペットが正面を向くようにうなり、後ろから叩く"
"LazyCrucible","","","","Do: Snarl so it faces the pet; stand to the side","行うべきこと: ペットのほうを向くようにうなり声を上げます。横に立つ"
"LazyCrucible","","","","Do: Snarl so it hits the pet","推奨: ペットに当たるようにうなり声を上げます"
"LazyCrucible","","","","Do: Snarl so the pet covers it, then Challenge back","やるべきこと: ペットがそれを覆い隠すようにうなり声を上げてから、反撃します。"
"LazyCrucible","","","","Do: Snarl so the pet takes it","行うべきこと: ペットがそれを受け取るようにうなり声を上げます"
"LazyCrucible","","","","Do: Snarl so the pet takes it, or snarl-parting","やるべきこと：ペットがそれを受け取るようにうなり声をあげるか、うなり声をあげて別れます"
"LazyCrucible","","","","Do: Snarl so the pet takes it, then Challenge and swap the pet out","やるべきこと：うなり声を上げてペットがそれを受け取るようにし、チャレンジしてペットを交換します。"
"LazyCrucible","","","","Do: Snarl, then Parting Blow 1-2 s before it lands; or cleanse after","実行: うなり声を上げ、着地する 1 ～ 2 秒前に別れの一撃をします。または 解除 以降"
"LazyCrucible","","","","Do: Snarl-parting, or let the pet take it","やるべきこと: うなり声を上げて別れる、またはペットに任せる"
"LazyCrucible","","","","Do: Snarl-parting: Parting Blow about 2 s before it lands","Do:うなり別れ:着地約2秒前に別れ吹き"
"LazyCrucible","","","","Do: Soak up to 4, wait for it to drop, then soak more","推奨: 最大 4 まで浸し、水が落ちるのを待ってからさらに浸します。"
"LazyCrucible","","","","Do: Spread them; comets too close explode","実行: 散開 します。近づきすぎた彗星が爆発する"
"LazyCrucible","","","","Do: Stand at its feet","やるべきこと: その足元に立つ"
"LazyCrucible","","","","Do: Stand at the center so you fly to the north/south tiles","実行: 北に飛ぶように中央に立ってください/south タイル"
"LazyCrucible","","","","Do: Stand away from the edge","すべきこと: 端から離れて立つ"
"LazyCrucible","","","","Do: Stand behind the first to finish, then swap","行うべきこと: 最初にゴールする選手の後ろに立ってから交換する"
"LazyCrucible","","","","Do: Stand behind the Queen Hawk during the pull","実行: 開戦／釣る 中にクイーンホークの後ろに立ってください。"
"LazyCrucible","","","","Do: Stand beside the '!' pool, never on it","実行: 「!」の横に立ってください。プール、決してプールには乗らない"
"LazyCrucible","","","","Do: Stand beside the other circle, outside its facing","行うべきこと: 他のサークルの向かい側の外側に立ってください。"
"LazyCrucible","","","","Do: Stand between the cones","行うべきこと: コーンの間に立つ"
"LazyCrucible","","","","Do: Stand clear of each orb's line","やるべきこと: 各オーブのラインから離れて立つ"
"LazyCrucible","","","","Do: Stand clear of the lit lines","すべきこと: 点灯している線から離れてください。"
"LazyCrucible","","","","Do: Stand in a band that is not marked","行うべきこと: マークのないバンド内に立つこと"
"LazyCrucible","","","","Do: Stand in the rear half; the boundary is its centerline","行うべきこと: 後半に立ってください。境界はその中心線です"
"LazyCrucible","","","","Do: Stand off the cross arms","行うべきこと: クロスアームから離れて立つ"
"LazyCrucible","","","","Do: Stand on a diagonal","行うべきこと: 対角線上に立つ"
"LazyCrucible","","","","Do: Stand on a matching tile; pick a northern one","行うべきこと: 対応するタイルの上に立ちます。北のものを選んでください"
"LazyCrucible","","","","Do: Stand on a north/south tile facing so you fly inward","実行: 北の /south タイルの上に立ち、内側に向かって飛ぶようにします。"
"LazyCrucible","","","","Do: Stand on a water puddle with the pet to share it","行うべきこと: ペットと一緒に水たまりの上に立って、水を共有します。"
"LazyCrucible","","","","Do: Stand on one of the 4 floor tiles until it fully lights","行うべきこと: 4 つの床タイルの 1 つが完全に点灯するまでその上に立ってください。"
"LazyCrucible","","","","Do: Stand on the gravity platform until it resolves","行うべきこと: 解決するまで重力プラットフォームの上に立ってください。"
"LazyCrucible","","","","Do: Stand right under the Bishop","行うべきこと: ビショップの真下に立つ"
"LazyCrucible","","","","Do: Stand so you fly into a corner, not off the edge","行うべきこと: 端からではなく、隅に飛び込むように立ちます。"
"LazyCrucible","","","","Do: Stand to the side","行うべきこと: 横に立ってください"
"LazyCrucible","","","","Do: Stay apart from the pet, or Parting Blow it","すべきこと: ペットから離れるか、別れを告げる"
"LazyCrucible","","","","Do: Stay away; a Snoll killed on fire puddles clears them","すべきこと: 近づかないでください。火の水たまりで殺されたスノールがそれらを取り除く"
"LazyCrucible","","","","Do: Stay off the edge; dodge the circles","すべきこと: 端から離れてください。円を避ける"
"LazyCrucible","","","","Do: Stay out of cages; the 2nd cast uses the other colour","すべきこと: 檻の中から出ないでください。 2 番目の 詠唱 は他の色を使用します"
"LazyCrucible","","","","Do: Stay out of every cone; aim them at Cyclopes","やるべきこと: すべてのコーンには近づかないでください。サイクロプスに向けてください"
"LazyCrucible","","","","Do: Stay out of her front","すべきこと: 彼女の前に近づかないでください"
"LazyCrucible","","","","Do: Stay out of its front","すべきこと: その正面から離れてください"
"LazyCrucible","","","","Do: Stay out of its front; cleanse after","すべきこと: その正面から離れてください。 解除後"
"LazyCrucible","","","","Do: Stay out of the Demon's front","すべきこと: デーモンの前から離れてください"
"LazyCrucible","","","","Do: Stay out of the Knights' fronts","やるべきこと：騎士団の前線には近づかないこと"
"LazyCrucible","","","","Do: Stay out of the line","すべきこと: 列に並ばないでください"
"LazyCrucible","","","","Do: Stay out of the line's path","推奨: 経路 の回線には近づかないでください。"
"LazyCrucible","","","","Do: Stay out of the marked lines","すべきこと: マークされた線からは外れないようにする"
"LazyCrucible","","","","Do: Stay out of the puddles","すべきこと: 水たまりには近づかないようにする"
"LazyCrucible","","","","Do: Stay out of the puddles; 8 stacks freezes you","すべきこと: 水たまりには近づかないでください。 8スタックでフリーズする"
"LazyCrucible","","","","Do: Stay out of their fronts","すべきこと: 彼らの前に近づかないようにする"
"LazyCrucible","","","","Do: Stay out of their lines and fronts","やるべきこと: 彼らの戦線や前線には近づかないようにする"
"LazyCrucible","","","","Do: Stay out; under the boss is safe","すべきこと: 外出しないでください。上司の下は安全です"
"LazyCrucible","","","","Do: Stay outside the triangle","すべきこと: 三角形の外側に留まる"
"LazyCrucible","","","","Do: Step away from the boss","やるべきこと：上司から離れる"
"LazyCrucible","","","","Do: Step away from the Slugs","やるべきこと：ナメクジから離れてください"
"LazyCrucible","","","","Do: Step into the first area right after it pops","やるべきこと: ポップしたらすぐに最初のエリアに足を踏み入れる"
"LazyCrucible","","","","Do: Step into the lane that just fired","実行: 発射されたばかりのレーンに足を踏み入れてください"
"LazyCrucible","","","","Do: Step onto a thorn patch just before the cast ends","やるべきこと: 詠唱 が終了する直前に棘パッチを踏む"
"LazyCrucible","","","","Do: Step out","やるべきこと：外へ出る"
"LazyCrucible","","","","Do: Step out of the Knight's circle","やるべきこと：騎士団から抜け出す"
"LazyCrucible","","","","Do: Step out of the line","やるべきこと：列から抜け出す"
"LazyCrucible","","","","Do: Step out of the line; Heavy can't be cleansed","実行: 列から外れてください。重いものは浄化できない"
"LazyCrucible","","","","Do: Step out of the lines","やるべきこと：列から出てください"
"LazyCrucible","","","","Do: Step out of the sword circles","やるべきこと：剣の輪から抜け出す"
"LazyCrucible","","","","Do: Step out; move away from low-HP bombs","やるべきこと：一歩出てください。低HP爆弾から遠ざかる"
"LazyCrucible","","","","Do: Stop attacking the Drake, or dispel it","実行: 停止 がドレイクを攻撃するか、それを払拭します"
"LazyCrucible","","","","Do: Stop attacking the Snoll, or dispel it","実行: 停止 が Snoll を攻撃するか、それを払拭します"
"LazyCrucible","","","","Do: Stop hitting it; poison still works","実行: 停止 をヒットします。毒はまだ効く"
"LazyCrucible","","","","Do: Stop hitting the Sahagin; swap to the Ymir","実行: 停止 がサハギンを攻撃します。ユミルと交換"
"LazyCrucible","","","","Do: Stretch the tether, then dodge front then rear","実行: 線／テザー を伸ばし、前方、後方に回避します。"
"LazyCrucible","","","","Do: Swap and AoE them; kill each pack before the 4th spawns","実行: それらを交換して AoE します。 4番目のスポーン前に各パックをキルする"
"LazyCrucible","","","","Do: Swap and burst the rooks: Parting Blows, fangs","実行: ルークを交換して バースト します: 別れの一撃、牙"
"LazyCrucible","","","","Do: Swap to the adds","実行: アドに切り替えます"
"LazyCrucible","","","","Do: Swap to them once targetable and AoE them","実行: ターゲット可能になったらそれらに切り替えて範囲攻撃します"
"LazyCrucible","","","","Do: Take it away from the pet","すべきこと：ペットから遠ざけてください"
"LazyCrucible","","","","Do: Take its aggro, walk it to Morphos; chip them first","実行: 敵視／感知 を持ってモルフォスまで歩いてください。最初にそれらをチップします"
"LazyCrucible","","","","Do: Take the hit, then dodge the circles and pools","やるべきこと: 攻撃を受けてから、円とプールを避けてください。"
"LazyCrucible","","","","Do: Top up HP before it lands","推奨: HP が着地する前に補充する"
"LazyCrucible","","","","Do: Touch a tower at 2 to reset it; 3 = stun + room-wide","実行: 2 で 塔 をタッチして リセット／初期化 します。 3 = スタン + 部屋全体"
"LazyCrucible","","","","Do: Touch the matching platform to transform, touch again after","実行: 一致するプラットフォームをタッチして変身し、その後もう一度タッチします。"
"LazyCrucible","","","","Do: Track the named kin: cloud Dodo, scale Puk, beast Opo-opo, wave Pugil","実行: 名前付きのキンを追跡します: 雲のドド、鱗のプク、獣のオポオポ、波のプギル"
"LazyCrucible","","","","Do: Track which hand absorbed; the boss turns","実行: どちらの手が吸収したかを追跡します。上司が向きを変える"
"LazyCrucible","","","","Do: Treat it as a tankbuster: mitigate","実行: タンク強攻撃 として扱います: 軽減します"
"LazyCrucible","","","","Do: Try a dispel; if it fails, kill the Golem","実行: ディスペルを試してください。失敗したらゴーレムを倒す"
"LazyCrucible","","","","Do: Turn away from the Ahrimans","やるべきこと：アーリマンから背を向ける"
"LazyCrucible","","","","Do: Vileskin, Shield Charge at the push, or stand upstream","行うべきこと: バイルスキン、シールド プッシュ時にチャージ、または上流に立つ"
"LazyCrucible","","","","Do: Wait at a ring edge, step in after it fires","行うべきこと: リングの端で待機し、発射後にステップインします。"
"LazyCrucible","","","","Do: Wait in set 2's lane, step into set 1's after it passes","行うべきこと: セット 2 のレーンで待機し、セット 2 が通過したらセット 1 のレーンに入る"
"LazyCrucible","","","","Do: Wait out the first bursts, then step into the origin","実行: 最初のバーストが終わるまで待ってから、原点に足を踏み入れます。"
"LazyCrucible","","","","Do: Watch each telegraph and move in or out","行うべきこと: 各電報を見て出入りする"
"LazyCrucible","","","","Do: Watch the turn direction and stay out of the cones","すべきこと: 回転方向に注意し、コーンに近づかないようにしてください。"
"LazyCrucible","","","","Do: Wrath: go behind the boss. Grief: go in front","行うこと: 怒り: ボスの後ろに行きます。悲しみ：前に出なさい"
"LazyCrucible","","","","Dodo",""
"LazyCrucible","","","","Dodo: crowd control","ドードー: 群衆 加工精度"
"LazyCrucible","","","","Dodo: earth","ドードー：地球"
"LazyCrucible","","","","Dodo: earth x2","ドードー：土×2"
"LazyCrucible","","","","Dodo: earth, crowd control","ドードー: 地球、群衆 加工精度"
"LazyCrucible","","","","Don't hit spiked targets; feed Morphos to the Abaddon (never kill them); dispel regen.","スパイクのあるターゲットを攻撃しないでください。モルフォスをアバドンに与えます（決して殺さないでください）。リジェネをディスペルします。"
"LazyCrucible","","","","Don't hit the eggs; kill Pullets first and keep every AoE away from eggs.","卵を叩かないでください。最初にプーレットを殺し、すべての範囲を卵から遠ざけます。"
"LazyCrucible","","","","Doom from Mortal Ray is cleared by lit floor tiles; look away from Ahriman gazes.","モータル レイのドゥームは床タイルが点灯すると解除されます。アーリマンの視線から目をそらしてください。"
"LazyCrucible","","","","Doubling (6 s)","倍加（6秒）"
"LazyCrucible","","","","Drake",""
"LazyCrucible","","","","drake piece (enemy)","ドレイクの駒（敵）"
"LazyCrucible","","","","Drake Piece + Barbmole Piece + Abaddon Piece + Morpho Piece","ドレイクの欠片 + バーブモールの欠片 + アバドンの欠片 + モルフォの欠片"
"LazyCrucible","","","","Drake Piece + Barbmole Piece + Abaddon Piece + Morpho Piece (enemy)","ドレイクの欠片 + バーブモールの欠片 + アバドンの欠片 + モルフォの欠片 (敵)"
"LazyCrucible","","","","drake piece: Wind; barbmole piece: Fire; abaddon piece: Water; morpho piece: Blunt","ドレイクの駒：風。バーブモールピース: 火;アバドンピース：水。モルフォピース：ブラント"
